გამოსხივება	გამოსხივ ებ ა
გამჭვირვალობის	გამჭვირ ვალ ობის
სანდრო	სა ნდრ ო
ესპანურენოვან	ესპანურ ენოვან
ნაცვალი	ნა ცვალ ი
განუვითარებელ	განუვითარ ებელ
სურთ	სურ თ
სალოცავები	სალოც ავ ები
კლეიტონი	კლეი ტონ ი
ორჯონიკიძის	ორჯონიკ იძ ის
უტოვებს	უ ტოვებ ს
დაცულია	და ცულ ია
უმნიშვნელოა	უმ ნიშვნელო ა
დაასრულა	და ასრულ ა
პანამერიკული	პან ამერიკ ული
მხედრებს	მხედ რ ებს
პირობებზე	პირობებ ზე
ჰემმა	ჰემ მა
ჩაირიცხა	ჩა ირიცხ ა
თეორიულ	თეო რი ულ
საფარველი	სა ფარველ ი
ელიფსურ	ელიფს ურ
რაკეტას	რა კეტ ას
საფრანგეთთან	საფრან გეთ თან
ჩქარობდა	ჩქარ ობდა
გენიოსი	გენ იოს ი
მოცეკვავე	მოცეკვ ავე
საზღვაო	სა ზღვ აო
დიპლომატმა	დიპლომა ტ მა
ტყიდან	ტყ იდან
ჰილის	ჰილ ის
განყოფილებების	განყოფილ ებ ების
მეთოდეს	მეთ ოდ ეს
გმირობის	გმირ ობ ის
პერესმა	პერ ეს მა
მიტროპოლიტმა	მიტრო პოლიტ მა
მოყვება	მო ყვ ება
სპექტრში	სპექტ რ ში
ქვეყნდებოდა	ქვეყნ დებ ოდა
აღემატება	აღე მატებ ა
ნაცისტურმა	ნა ცისტ ურმა
ფართის	ფარ თ ის
აღჭურვილია	აღ ჭურვ ილია
იშვიათობაა	იშვიათ ობა ა
კომუნისტური	კომუნ ისტ ური
წერილობითი	წერილ ობ ითი
სარწმუნოების	სარწმუნ ო ების
სასულე	სა სულ ე
რეზო	რ ეზ ო
დადიანს	დად იან ს
გადაარჩინონ	გადაარ ჩინ ონ
პეიტონი	პეი ტონ ი
