გამოსხივება	გამო სხივებ ა
მთავრობები	მთავრ ობ ები
გამოსახულებები	გამოსახ ულებ ები
თითის	თით ის
შაიოს	შა ი ოს
ჩამოწერილი	ჩამო წერილ ი
დასრულებულა	დასრულ ებულ ა
მიმდინარეობისას	მი მდინარეობ ისას
ფიფა	ფ იფ ა
ზომიერად	ზომიერ ად
ომებს	ომ ებს
ემისია	ემ ის ია
კორეელი	კორ ე ელი
კოალიციაში	კოალ იცი აში
ვერსიებით	ვერ სი ებით
ლაოსს	ლა ოს ს
დარელის	და რ ელის
უხსნად	უ ხსნ ად
კლივლენდის	კლივ ლენდ ის
ქიქოძე	ქიქო ძ ე
ჩირქოვანი	ჩი რქ ოვანი
თევზების	თევზ ების
დინება	დინ ებ ა
ნაწარმოებების	ნაწარმო ებებ ის
ხვდებოდნენ	ხვდებ ოდნენ
თებეს	თებ ეს
ჰყოლიათ	ჰყოლ იათ
იაგუარის	ია გუარ ის
გახმაურებული	გა ხმაურ ებული
სანსკრიტის	სანსკ რიტ ის
ასოცირდებოდა	ასოც ირდებ ოდა
კბილები	კბილ ები
სათავგადასავლო	სა თავგადასავლ ო
ტეხასში	ტეხ ას ში
ნიჰონშოკი	ნიჰონ შოკ ი
მკურნალობას	მკურნა ლობ ას
ნოლდორებმა	ნოლდ ორ ებმა
მიცვალებულთა	მიცვალ ებულ თა
გათავისუფლებას	გა თავისუფლებ ას
სამუშაოდ	სა მუშაო დ
ჭელიძე	ჭ ელიძ ე
ხორვატულ	ხორვ ატ ულ
ჩამოყალიბებული	ჩამო ყალიბებ ული
შეწყვეტას	შე წყვეტ ას
ბრიჯზე	ბრი ჯ ზე
ქანდაკებას	ქანდაკ ებ ას
რიცხვებში	რიცხვ ებში
გადაშენებული	გადა შენებულ ი
