გამოსხივება	გამო სხივებ ა
ფილიპეს	ფი ლიპ ეს
ვაცლავ	ვაც ლავ
თარგმანების	თარგ მან ების
ახალციხეს	ახალ ციხ ეს
შემხედვარე	შემხედ ვარ ე
მოშორება	მო შორებ ა
ბრუტუსის	ბრუ ტუს ის
სახელგანთქმული	სახელგან თქმულ ი
საპირისპიროა	საპირისპირ ო ა
ჟანგბადის	ჟანგ ბად ის
უ	უ
არაბულის	არა ბულ ის
გამოშვებიდან	გამო შვებ იდან
ძლიერდება	ძლიერ დება
შეხვდებით	შე ხვდ ებით
ევროპასა	ევრო პ ასა
დავინახოთ	და ვი ნახოთ
მიიღოს	მი იღ ოს
დაუსახლებელია	დაუ სახლებ ელია
გამოფენა	გამო ფენ ა
საკასაციო	საკას აცი ო
განივი	გან ივ ი
დაკმაყოფილების	და კმაყოფილებ ის
ფილტვის	ფილ ტვ ის
ეწოდათ	ე წოდ ათ
განთავსებულ	გან თავსებ ულ
წყალმარჩხია	წყალმარ ჩხ ია
არჩევნები	არჩევნ ებ ი
კურდღლებზე	კურდღ ლ ებზე
მეთაურმა	მე თაურ მა
ყველანი	ყველა ნ ი
ერლის	ერლ ის
აზროვნებისა	აზროვნ ებ ისა
ადამიანებისგან	ადამი ანებ ისგან
ლიკვიდაცია	ლიკვიდ აცი ა
გამორჩეული	გამო რჩეულ ი
ორსაფეხურიანი	ორსა ფეხურ იანი
ჯულიას	ჯ ულია ს
მიექცა	მი ექც ა
სუვენირები	სუვენ ირ ები
რამდენს	რამ დენ ს
