გამოსხივება	გამო სხივებ ა
ექცეოდა	ე ქცე ოდა
თვითნასწავლი	თვითნა სწავლ ი
ხატები	ხატ ები
ამოუშენებიათ	ამოუ შენებ იათ
მოაპოვებინა	მოა პოვ ებინა
ნეგატიურად	ნეგ ატიურ ად
დაკარგვით	და კარგვ ით
გლობალიზაციის	გლო ბალ იზაციის
რიგში	რიგ ში
ყრიან	ყრ ი ან
ვოკალები	ვოკ ალ ები
პაწაწინა	პაწა წინ ა
მაჩვენებლებით	მაჩვენ ებლ ებით
ოსტგუთების	ო სტგუთ ების
მალმსტინი	მალმ სტინ ი
მეკობრეობა	მეკობ რე ობა
პროგრესს	პრო გრეს ს
სხვებისგან	სხ ვებ ისგან
ლეიბლთან	ლეი ბლ თან
მეტმა	მეტ მა
დიტრიხის	დიტრი ხ ის
სახეობისა	სახეობ ისა
დუაიტ	დუა იტ
განათლებას	განათლ ებ ას
თამაშამდე	თამაშ ამდე
კარსა	კარ სა
მეთაურია	მე თაურ ია
ორიგინალური	ორიგინ ალურ ი
სპექტაკლები	სპექტაკ ლ ები
ავსტრალიიდან	ავ სტრალი იდან
განსხვავდებოდეს	განსხვავ დებ ოდეს
სიას	სი ას
მითრიდატული	მითრიდა ტ ული
ოსტანი	ოს ტან ი
ჩაშენებულ	ჩა შენებულ
ერამდე	ერ ამდე
თავისმხრივ	თა ვის მხრივ
დირექტორად	დირ ექტორ ად
მუდმივას	მუდმი ვ ას
მუნიციპალიტეტზე	მუნიციპალ იტეტ ზე
რინგო	რ ინგ ო
სწავლებას	სწავლ ებ ას
ვოკალებს	ვოკ ალ ებს
არსებას	არსებ ას
ფეხსაცმელების	ფეხ საცმელ ების
