გამოსხივება	გამოსხივ ებ ა
ბათუმში	ბა თუმ ში
იმედები	იმედ ები
არდადეგები	არდადე გებ ი
მუნიციპალიტეტიში	მუნიციპალ იტეტ იში
სერიოზულად	სერ იოზულ ად
ტელევიზიით	ტელევიზი ით
ციურ	ცი ურ
ცხრილი	ც ხრილ ი
მხარდაჭერისთვის	მხარდა ჭერ ისთვის
ჩამორთმევა	ჩამო რთმე ვა
ბრალდებულს	ბრალდ ებულ ს
რიცხოვნობა	რიცხ ოვნ ობა
ლიმანი	ლი მან ი
ელექტრომაგნიტური	ელექტრო მაგნიტურ ი
გერმანელთა	გერმა ნელ თა
საიმედოდ	საიმ ედო დ
სვაზილენდში	სვაზი ლენდ ში
აერთიანებდნენ	ა ერთიანებ დნენ
წელმა	წელ მა
კენტი	კენტ ი
ციხეები	ციხე ები
საღებავები	სა ღებავ ები
საელჩოს	საელჩ ო ს
აკადემია	აკადემი ა
მინდოდა	მი ნდ ოდა
გადაწყვეტილი	გადა წყვეტ ილი
აფხაზურმა	აფ ხაზ ურმა
ბზარი	ბ ზარ ი
დაჯგუფებულია	და ჯგუფებ ულია
უთხრა	უ თხრ ა
შესასრულებელი	შესა სრულებელ ი
აწვდის	აწვ დი ს
დიდწილად	დიდ წილად
განაპირობებდა	განა პირობებ და
სახელების	სა ხელ ების
გადაერქვა	გადა ერქვ ა
გულადი	გულ ადი
მისამართების	მისა მართ ების
ბიუჯეტიდან	ბიუჯეტ იდან
პერიოდია	პერი ოდ ია
ჩანან	ჩან ან
სახანოები	სახ ანო ები
ბინადრობს	ბინადრ ობ ს
აქციუმის	აქ ციუმ ის
შვილიშვილმა	შვილ იშვილ მა
