იტალიასთან	ი ტალი ასთან
კლასებს	კლას ებს
პუშკინის	პუშ კინ ის
ხალხია	ხალხ ია
ლექსებში	ლექს ებში
როის	რო ის
კანტის	კან ტ ის
ხარვეზების	ხარ ვეზებ ის
სარეწაო	სარე წა ო
აკაკის	აკ აკ ის
ასეთები	ა სეთ ები
ვითარცა	ვითარ ც ა
ფროდო	ფრო დ ო
ზოოპარკის	ზოოპარ კ ის
ეთამაშებოდა	ე თამაშ ებოდა
ასეთმა	ა სეთ მა
დახმარებოდა	და ხმარებ ოდა
მოწაფედ	მოწა ფ ედ
ოჰაიოში	ოჰ აიო ში
დასთანხმდა	დას თანხმ და
დაგეგმვისა	დაგეგმ ვ ისა
რასობრივი	რას ობრივი
ღვაწლმოსილი	ღვაწ ლ მოსილი
მშენებელთა	მ შენებ ელთა
აირით	ა ირ ით
ალექსანდრიაში	ალექსან დრი აში
გახსნილი	გა ხსნ ილი
სამნაწილიანი	სამ ნაწილ იანი
ბასისტმა	ბას ისტ მა
საული	სა ულ ი
მალების	მალ ების
ფოთლებისაგან	ფოთლ ებისაგან
მოსაზრებების	მოს აზრებ ების
მიიტაცეს	მი იტაც ეს
რელიგიას	რე ლიგი ას
ჩაიძირა	ჩაი ძირ ა
კრიტიკოსმა	კრი ტიკოს მა
სამხრეთაფრიკულ	სა მხრეთაფრიკ ულ
ბუღალტრული	ბუღალტრ ული
აღმოჩენები	აღმო ჩენ ები
საძოვრების	საძოვ რ ების
კოშკების	კოშკ ების
