იტალიასთან	იტა ლი ასთან
დარჩენის	და რჩენ ის
დროშების	დროშ ების
შენარჩუნებულია	შე ნარჩუნ ებულია
ტყვეობაში	ტყვეობ აში
წელიდან	წელ იდან
რაოდენობაზე	რა ოდენობ აზე
ნესტიან	ნესტ იან
შემთვევაში	შემთვ ევ აში
ნაწილს	ნაწილ ს
შენარჩუნებული	შე ნარჩუნ ებული
ზონებს	ზონ ებს
გადასცემოდა	გადა სცემ ოდა
აღმოჩენებმა	აღმო ჩენ ებმა
გამოხმაურებები	გამო ხმაურებ ები
მომაკვდავმა	მომა კვდავ მა
ფრედ	ფრედ
წევრებს	წევრ ებს
გველს	გვე ლ ს
ემჩნევა	ე მჩნევ ა
მეისონი	მე ისონ ი
მითებსა	მი თ ებსა
აგურისა	ა გურ ისა
ინჟინერმა	ინჟინ ერ მა
უღმრთო	უ ღმრთო
რუმის	რ უმის
ბულგარეთში	ბულგარ ეთ ში
მტერზე	მ ტერ ზე
ესპანეთმა	ესპან ეთ მა
ძანეტის	ძანეტ ის
ჰქონია	ჰ ქონ ია
ქონდარა	ქონ დარ ა
ჰეს	ჰე ს
გამოფინა	გამო ფინ ა
გაწვევა	გა წვევ ა
ინჟინრის	ინჟინ რ ის
ბრაუნშვაიგის	ბრა უნშვაიგ ის
თუნდაც	თუნდ აც
აბსურდული	აბ სურდ ული
ტილი	ტ ილი
წარმოშობისა	წარმო შობ ისა
ივერიაში	ივერი აში
მიაქციეს	მი აქცი ეს
ითვისებს	ი თვისებ ს
ოსტგუთები	ოსტ გუთ ები
წლიური	წლ იური
ფოსტის	ფოსტ ის
