იტალიასთან	იტა ლი ასთან
წინააღმდეგობით	წინააღმდეგ ობ ით
პროტესტანტების	პრო ტესტანტ ების
პატრონს	პატრონ ს
ათაბაგის	ათაბა გ ის
რობერტს	რო ბერტ ს
კორლეონე	კორ ლეონ ე
რუთენიუმი	რუ თენ იუმი
მილტონ	მილ ტონ
პოზნანის	პო ზნან ის
ქუჩის	ქუჩ ის
განწმენდილი	გან წმენდ ილი
გოგონამ	გო გონ ამ
ქერცლი	ქერ ცლ ი
გებრიელ	გე ბრიელ
ტრაიანე	ტრა იანე
განაში	გან აში
სახიფათო	სახ იფათ ო
მეთექვსმეტე	მე თექვსმეტ ე
ოლიმპიადის	ოლიმპ იად ის
მტაცებლებისგან	მტაცებ ლ ებისგან
შემკულ	შემ კულ
წუთის	წუ თ ის
განივი	გან ივ ი
ედიტი	ედ იტ ი
ტრავმის	ტრავ მ ის
ცერემონიების	ცერემონ ი ების
ბოს	ბო ს
იკითხება	იკითხ ება
ლიტერატურულ	ლიტერატურ ულ
ერთეულებია	ერთ ეულ ებია
ფეხსაცმლის	ფეხსაც მ ლის
სარბიელზე	სა რბიელ ზე
ცენტურიონი	ც ენტური ონი
გამოსცემდა	გამო სცემ და
დოზას	დოზ ას
ჯამბაზები	ჯამბაზ ები
იჭერენ	ი ჭერ ენ
მოჭრა	მო ჭრ ა
სახელმწიფოდან	სახელ მწიფო დან
კარიდან	კარ იდან
ერთობ	ერთ ობ
ტერფის	ტერ ფ ის
თოვლი	თო ვლ ი
ცერემონიისთვის	ცერემონ ი ისთვის
მოლიბდენი	მო ლიბდენი
მართა	მართ ა
ხმოვანი	ხმოვან ი
მინისა	მინ ისა
წლებთან	წლ ებ თან
დასხივების	და სხივ ების
