იტალიასთან	იტალი ა სთან
ზედაპირზე	ზედაპირ ზე
გადაარჩინეს	გადაარჩინ ეს
სოროს	სორო ს
ბოლნისი	ბოლნის ი
ხელმძღვანელები	ხელმძღვან ელები
იცვლიდა	იცვლ იდა
ფრიც	ფრ იც
შენ	შ ენ
მედუზას	მედუზ ას
მომუშავე	მომუშავ ე
ჰორსტ	ჰორ ს ტ
განაჩენის	განაჩენ ის
ნეოდიმიუმის	ნეოდიმ იუმის
ტრიუმფით	ტრიუმფ ით
ჯარისკაცთა	ჯარისკაც თა
ქცევას	ქცევ ას
ათწლეულის	ათწლეულ ის
მიმოხილვაში	მიმოხილვ აში
ლიდია	ლიდ ია
მიატოვეს	მიატოვ ეს
ალექსმა	ალექს მა
გასაგრძელებლად	გასაგრძელ ებლად
