იტალიასთან	ი ტალი ასთან
ბაიკალი	ბაი კალ ი
გადაწყვეტილებამ	გადაწყვე ტილ ებამ
აფარის	ა ფარ ის
სიფრთხილე	სი ფრთხილ ე
დაყოფილ	და ყოფ ილ
ლეგოლასი	ლე გოლ ასი
რეგიონი	რეგიონ ი
ოპოზიციურმა	ო პოზიცი ურმა
ყოფილიყო	ყოფილ იყო
ნამგლის	ნამ გლ ის
გამომსახველობითი	გამომსახ ველ ობითი
მელქისედეკის	მელ ქ ისედეკის
სააზროვნო	სა აზროვნ ო
გამონაკლის	გამო ნაკლ ის
ახმეტა	ახ მეტ ა
შემოსული	შემო სულ ი
მღვდელმთავარი	მღვდელ მთავარ ი
წიგნებსა	წი გნ ებსა
ანალები	ანა ლ ები
მერი	მერ ი
მონობა	მონ ობ ა
თაქთაქიშვილი	თაქთაქ იშვილ ი
პატრიკმა	პატ რიკ მა
კრატერში	კრა ტერ ში
მარცელა	მარ ცელ ა
დამოკიდებულება	დამოკიდ ებულ ება
შებმული	შე ბმულ ი
იმუქრებოდა	იმუქ რ ებოდა
მხედრობამ	მხედრ ობამ
ბიტების	ბიტ ების
გიგანტებს	გიგ ანტ ებს
სენაკში	სენ აკ ში
გაასამართლეს	გაასა მართლ ეს
ჯგუფური	ჯგუფ ური
ესპანეთი	ესპან ეთ ი
კარენის	კარ ენ ის
სიტყვით	სიტყვ ით
ღიაა	ღ ია ა
დატვირთულ	დატვირთ ულ
ხმარებაში	ხმარებ აში
ეპოქით	ეპ ოქ ით
მედლის	მედ ლ ის
გადაკეტეს	გადა კეტ ეს
