იტალიასთან	იტა ლი ასთან
დასთანხმდა	დას თანხმ და
დაგეგმვისა	დაგეგმ ვ ისა
რასობრივი	რას ობრივ ი
ღვაწლმოსილი	ღვაწ ლ მოსილი
მშენებელთა	მშენ ებელ თა
აირით	ა ირ ით
ალექსანდრიაში	ალექს ანდრი აში
გახსნილი	გა ხსნ ილი
სამნაწილიანი	სამ ნაწილ იანი
ბასისტმა	ბას ისტ მა
საული	სა ულ ი
მალების	მალ ების
ფოთლებისაგან	ფოთ ლებ ისაგან
მოსაზრებების	მოს აზრ ებების
მიიტაცეს	მიი ტაც ეს
რელიგიას	რელი გი ას
ჩაიძირა	ჩაი ძირ ა
კრიტიკოსმა	კრიტიკ ოს მა
სამხრეთაფრიკულ	სამხრეთაფრიკ ულ
ბუღალტრული	ბუღალტ რული
აღმოჩენები	აღმო ჩენ ები
საძოვრების	საძო ვრ ების
კოშკების	კოშკ ების
ფრაგმენტული	ფრაგ მენტ ული
შეაკეთეს	შეა კეთ ეს
პროვინციაა	პროვინ ცი აა
გამოსხივების	გამო სხივ ების
შემეცნებითი	შემე ცნ ებითი
წარმოიქმნებიან	წარმოი ქმნ ებიან
ნამიბიაში	ნამი ბი აში
თანამიმდევრობით	თანა მიმდევრ ობით
გვაროვნულ	გვარ ოვნ ულ
წარმოეჩინა	წარმო ეჩინა
პირები	პირ ები
მეჩქარება	მე ჩქარ ება
საპორტო	სა პორტ ო
სისტემებით	სისტემ ებით
უდიდესია	უდი დეს ია
ვიეტნამი	ვიეტნ ამ ი
ძისა	ძ ისა
დღესა	დღე სა
აჯანყდა	აჯანყ დ ა
ზრდასრული	ზრდა სრულ ი
შეიერთა	შეი ერთ ა
დაბანა	და ბან ა
ფაშასთან	ფაშ ასთან
